si no,LATITUDE,LONGITUDE,District,Elevation,Slope,Rainfall,MinTemp,MaxTemp,Humidity,NDVI,B,Ca,Cu,EC,Fe,K,Mg,Mn,N,Org_C,P,S,Zn,pH
1027,11.36806297,76.01397705,Kozhikode,29,5.8573213,38.15333164,19.25847489,30.37844633,66.77596221,0.46806884,0.200000003,635,5.820000172,0.15,40.02000046,127.8000031,129,40.326522,548,3.230000019,60.22999954,7.010000229,3.99000001,4.980000019
1028,11.35964394,76.04167938,Kozhikode,45,5.9895625,38.15333164,19.25847489,30.37844633,66.77596221,0.64933807,0.219999999,580,6.130000114,0.16,33.90000153,125.6999969,127,35.97999954,528,2.690000057,61.20000076,6.940000057,4.28000021,4.75
1029,11.35007381,76.016197,Kozhikode,36,9.08804,38.15333164,19.25847489,30.37844633,66.77596221,0.6398298,0.219999999,640,6.869999886,0.16,42.61000061,119.9000015,126,45.27999878,628,2.890000105,58.90000153,7.110000134,4.119999886,5.039999962
1030,11.72733784,75.668849,Kozhikode,39,2.6495607,21.09219098,20.32547492,30.57198644,73.94889599,0.51462287,0.109999999,480,4.71999979,0.16,32.29999924,339.6199951,121,35.99000168,804,1.289999962,21.79999924,8.960000038,8.229999542,5.309999943
1031,11.43988514,75.834861,Kozhikode,26,10.059515,30.24228716,22.83462046,30.84197572,69.53967271,0.45678002,0.109999999,570,6.320000172,0.16,103.5999985,535.039978,126,98.95999908,528,1.379999995,18.21999931,3.599999905,8.869999886,5.730000019
1032,11.71321297,75.63561249,Kozhikode,31,5.626824,10.48857546,21.93108494,30.75358208,73.1514314,0.49705306,0.119999997,950,8.760000229,0.16,89.40000153,680.3300171,131,84.56999969,689,1.529999971,25.89999962,37.52999878,6.889999866,5.849999905
1033,11.28602982,75.91864014,Kozhikode,11,1.8908739,40.99651149,21.8193614,31.4852889,67.06737686,0.6782388,0.119999997,1000,5.210000038,0.16,45.20000076,558.7999878,122,44.95999908,854,1.820000052,110.6999969,3.539999962,7.869999886,5.71999979
1034,11.31865788,75.876523,Kozhikode,24,2.7802885,29.57589436,21.8193614,31.4852889,67.06737686,0.6188467,0.119999997,570,5.039999962,0.16,88.80000305,354.8999939,122,80.36000061,548,2.220000029,61.40000153,28.5,7.28000021,4.449999809
1035,11.66478443,75.753775,Kozhikode,20,8.461396,53.65906334,18.52249403,29.53325622,71.40275799,0.7275,0.180000007,790,3.440000057,0.16,27.20000076,258.4500122,130,27.85820007,631,1.200000048,93.61000061,16.10000038,3.99000001,5.309999943
1036,11.33624458,75.850425,Kozhikode,28,3.9679976,29.57589436,21.8193614,31.4852889,67.06737686,0.63054097,0.109999999,665,3.970000029,0.17,67.80000305,298.5,124,65.52999878,517,1.559999943,54.79999924,32.59999847,7.53000021,5.230000019
1037,11.70648098,75.63764191,Kozhikode,19,3.3894951,10.48857546,21.93108494,30.75358208,73.1514314,0.6165595,0.109999999,860,9.119999886,0.17,74.19999695,578.9899902,122,65.95999908,661,1.629999995,19.89999962,25.69000053,6.449999809,5.269999981
1038,11.33537769,75.857783,Kozhikode,22,4.660573,29.57589436,21.8193614,31.4852889,67.06737686,0.6188846,0.109999999,640,3.170000076,0.17,78.90000153,315.7000122,126,78.33000183,534,1.809999943,49.75,27.89999962,8.539999962,4.989999771
1039,11.29041958,75.909955,Kozhikode,12,9.763146,40.99651149,21.8193614,31.4852889,67.06737686,0.5580488,0.109999999,980,5.110000134,0.17,46.20000076,586.5200195,126,45.68000031,571,1.870000005,115.5999985,3.609999895,7.119999886,5.710000038
1040,11.72469902,75.700791,Kozhikode,41,2.9367192,63.79971552,20.32547492,30.57198644,73.94889599,0.47907162,0.129999995,184,3.420000076,0.17,108,261.9400024,127,95.69698334,817,1.350000024,60.77999878,3.910000086,4.670000076,4.889999866
1041,11.35452271,76.012557,Kozhikode,30,5.857293,38.15333164,19.25847489,30.37844633,66.77596221,0.38919926,0.219999999,620,6.25,0.18,37.40000153,114.1999969,132,35.95851898,604,3.430000067,47.5,6.380000114,4.75,4.849999905
1042,11.41791534,75.767616,Kozhikode,14,6.6580153,29.79679036,22.83462046,30.84197572,69.53967271,0.660711,0.090000004,680,8.520000458,0.18,22.20000076,361.2999878,128,25.95999908,528,1.460000038,10.39999962,20.09000015,4.119999886,5.550000191
1043,11.67372036,75.704601,Kozhikode,27,5.4223776,35.94090796,20.32547492,30.57198644,73.94889599,0.7720732,0.150000006,650,5.909999847,0.18,72.80000305,468.1000061,129,69.90000153,971,1.340000033,43.40000153,5.420000076,4.25,5.510000229
1044,11.28510761,75.990127,Kozhikode,18,6.5940485,39.50723283,20.31298718,31.1116514,66.14666049,0.5905434,0.209999993,300,8.979999542,0.18,71.19999695,221.1000061,125,74.23999786,782,2.619999886,267.7999878,6.190000057,3.24000001,5.460000038
1045,11.29203987,75.982774,Kozhikode,22,5.9488196,39.50723283,20.31298718,31.1116514,66.14666049,0.59515804,0.219999999,320,10.25,0.19,69.5,202.6999969,132,64.52999878,712,2.809999943,349.8999939,6.590000153,3.019999981,5.480000019
1046,11.66970158,75.706591,Kozhikode,31,6.223689,35.94090796,20.32547492,30.57198644,73.94889599,0.69943863,0.150000006,620,6.400000095,0.19,75.5,482.5,124,79,984,1.279999971,41.59999847,5.309999943,3.25,5.480000019
1047,11.61620712,75.64579773,Kozhikode,23,2.1077466,20.152704,21.93201441,30.25711133,75.41821664,0.7132944,0.119999997,145,4.510000229,0.2,30.10000038,713.9000244,108,31.95999908,917,3.730000019,23.29999924,4.519999981,5.230000019,5.190000057
1048,11.2478857,75.988016,Kozhikode,36,9.601431,29.7016118,20.92111069,31.81562011,64.39037262,0.65462005,0.079999998,890.2399902,8.960000038,0.21,36.95999908,453,124,87.25,598,2.170000076,29.89999962,0.99000001,5.920000076,6
1049,11.42918205,75.770043,Kozhikode,26,3.8910072,29.79679036,22.83462046,30.84197572,69.53967271,0.6437841,0.109999999,760,8.260000229,0.21,19.70000076,341.7999878,127,24.95999908,475,1.120000005,9.899999619,22.20000076,4.010000229,5.610000134
1050,11.33152008,75.986893,Kozhikode,21,10.065987,32.94158244,20.31298718,31.1116514,66.14666049,0.7106247,0.109999999,340,8.170000076,0.21,97.19999695,243.3000031,129,90.52999878,728,2.720000029,79.30000305,5.980000019,1.320000052,5.010000229
1051,11.70586777,75.684562,Kozhikode,27,0,21.09219098,20.32547492,30.57198644,73.94889599,0.49602637,0.109999999,780,5.360000134,0.22,65.30000305,936.3599854,124,64.29820251,815,1.690000057,34.61999893,3.950000048,3.559999943,5.510000229
1052,11.5510664,75.745877,Kozhikode,26,2.984904,26.86136818,21.5335777,31.14533623,74.52414767,0.71588993,0.109999999,600,8.18999958,0.22,42.54000092,137.4299927,130,42.70000076,501,2.640000105,16.70000076,6.010000229,2.99000001,5.769999981
1053,11.33144474,75.986837,Kozhikode,24,2.647659,32.94158244,20.31298718,31.1116514,66.14666049,0.650641,0.109999999,380,8.289999962,0.22,93.19999695,243.8000031,128,80.59999847,598,2.869999886,80.5,6.010000229,1.429999948,5.059999943
1054,11.32562828,75.9821167,Kozhikode,29,3.8229687,32.94158244,20.31298718,31.1116514,66.14666049,0.48286393,0.119999997,360,8.409999847,0.22,95.5,247.5,130,88.23000336,964,3.670000076,77.90000153,5.860000134,1.659999967,5.039999962
1055,11.53637409,75.770833,Kozhikode,33,0.92740995,42.66623306,21.48835433,31.42848779,71.41610781,0.543482,0.119999997,440,7.980000019,0.25,63.59999847,130.8000031,127,78.95999908,798,3.089999914,15.19999981,5.559999943,3.230000019,5.309999943
1056,11.5327692,75.732176,Kozhikode,40,5.2859635,22.57499194,22.22622465,30.39927063,73.72070066,0.52105457,0.119999997,490,7.46999979,0.28,58.31999969,145.6999969,126,35.95999908,413,3.140000105,15.30000019,5.78000021,3.420000076,5.519999981
1057,11.57794762,75.765658,Kozhikode,28,6.7317743,36.0433383,19.8506927,30.70466345,72.34626672,0.62865895,0.109999999,800,7.769999981,0.31,33.34000015,881.1199951,123,35.22999954,412,1.230000019,153.6699982,24.31999969,3.859999895,5.730000019
1058,11.53495789,75.763503,Kozhikode,33,5.547545,42.66623306,21.48835433,31.42848779,71.41610781,0.7372289,0.109999999,500,8.140000343,0.37,58.40000153,153.3999939,112,75.63999939,589,2.75,14.89999962,5.400000095,3.00999999,5.599999905
1059,11.57403946,75.766486,Kozhikode,25,3.3617618,36.0433383,19.8506927,30.70466345,72.34626672,0.76120573,0.100000001,680,8.210000038,0.4,47.84000015,893.1699829,127,45.97000122,471,1.320000052,147.6300049,21.87000084,3.789999962,5.230000019
1060,11.32510662,76.021929,Kozhikode,22,0.94582367,37.14860082,20.31298718,31.1116514,66.14666049,0.6518283,0.109999999,180,5.110000134,0.5,69.5,155.5,127,67.58000183,652,1.49000001,21.29999924,5.940000057,6.869999886,5.099999905
1061,11.33477306,76.028957,Kozhikode,26,1.3245445,37.14860082,20.31298718,31.1116514,66.14666049,0.40708262,0.119999997,220,4.889999866,0.6,62.40000153,148.6000061,123,64.22000122,697,1.559999943,23.60000038,5.78000021,3.670000076,5.300000191
1062,11.04862118,76.150596,Malappuram,43,6.730809,84.22524416,21.31703339,32.94772597,58.44235,0.29208964,0.129999995,792,6.53000021,0.02,71.26000214,297,109,100.5599976,621,1.769999981,51,44.20000076,5.980000019,5.840000153
1063,11.31499958,76.26000214,Malappuram,32,2.1059356,8.68856138,19.21407865,32.37733744,70.74781643,0.52043784,0.129999995,740,9.017000198,0.02,54.86999893,307.7999878,121,65.99590302,508,2.079999924,21.5,2.059999943,4.962800026,6.699999809
1064,11.0654974,76.020635,Malappuram,30,1.323917,58.85293412,21.52055748,32.50349026,62.57060635,0.6573327,0.140000001,590,5,0.02,56.56000137,284,118,76.95999908,852,1.799999952,7.119999886,5.900000095,3.960000038,5.800000191
1065,11.35999966,76.30000305,Malappuram,47,8.501641,18.84529656,18.47117189,31.26121121,71.99997451,0.4951906,0.095399998,500,5.93599987,0.03,29.15600014,42.11199951,108,61.89989853,538,0.375,14.38080025,0.528750002,4.952360153,5.900000095
1066,11.39599991,76.25,Malappuram,60,4.6868777,14.79252812,18.47117189,31.26121121,71.99997451,0.7060502,1.120000005,750,9.354100227,0.03,21.95512009,298,128,28.45499992,607,1.179999948,8.800000191,14.30000019,2.845590115,6.099999905
1067,11.39000034,76.33999634,Malappuram,58,2.936356,18.84529656,18.47117189,31.26121121,71.99997451,0.55312556,0.117600001,180,5.962999821,0.03,30.24448586,50.40000153,129,87.44450378,648,2.276785714,27.22719955,7.506875038,7.126527786,5.699999809
1068,10.86495686,75.969832,Malappuram,15,2.7802885,38.39550734,22.33909339,32.97182775,59.22660054,0.46735457,0.090000004,560,3.210000038,0.03,74.25,159.6000061,88,45.5,765,2.089999914,50.5,6.429999828,4.960000038,5.590000153
1069,11.13599682,76.01532745,Malappuram,34,2.081038,44.37731403,21.52055748,32.50349026,62.57060635,0.66341,0.109999999,820,4.670000076,0.03,26.07999992,127.6800003,100,29.54999924,888,1.929999948,10.32999992,2.220000029,3.99000001,5.099999905
1070,10.94035625,75.971781,Malappuram,65,10.056711,37.7530241,22.33909339,32.97182775,59.22660054,0.21695681,0.100000001,898,8.989999771,0.04,38.95999908,321,98,89.51999664,604,2.099999905,75.09999847,19.95999908,8.590000153,5.78000021
1071,10.77479362,76.017055,Malappuram,18,4.721868,35.01434135,23.26966195,33.38489185,57.02066135,0.44214877,0.100000001,820,6.03000021,0.04,57.83000183,148.2899933,108,75.98000336,876,2.380000114,16.18000031,3.880000114,4.900000095,6.380000114
1072,11.18401718,76.00508118,Malappuram,33,3.3851202,37.3133142,20.92111069,31.81562011,64.39037262,0.62663794,0.109999999,620,3.900000095,0.04,75.83999634,194.8800049,128,55.84999847,694,1.129999995,25.10000038,0.50999999,6.389999866,6.099999905
1073,11.03396606,76.1081118,Malappuram,22,4.2029233,47.04466343,21.39621072,32.25817761,60.45225321,0.5003748,0.119999997,960,9.699999809,0.04,65.65000153,209.8899994,120,24.95999908,725,1.820000052,31.81999969,0.330000013,5.96999979,5.420000076
1074,11.09589195,76.069837,Malappuram,31,8.341323,40.98257387,20.86158353,32.07942615,62.71355334,0.38266316,0.119999997,380,4,0.04,41.79999924,207.1999969,96,29.88999939,905,2.039999962,14.82999992,0.74000001,4.230000019,5.039999962
1075,11.0124464,76.004589,Malappuram,42,5.8565817,42.33558226,22.07057921,32.83322849,60.55580447,0.46509707,0.140000001,942,5.329999924,0.04,98.62999725,587.4000244,99,54.84999847,607,1.799999952,25.79999924,0.449999988,6.110000134,5.619999886
1076,11.33600044,76.26000214,Malappuram,37,2.835519,8.68856138,19.21407865,32.37733744,70.74781643,0.6996607,0.140000001,687,9.449999809,0.04,56.74457932,395,114,65.4595871,905,2.980000019,19.88999939,1.870000005,4.748561859,5.989999771
1077,11.13196564,75.99077606,Malappuram,36,3.966569,42.31177306,21.52055748,32.50349026,62.57060635,0.6744694,0.150000006,730,5.210000038,0.04,84.19999695,253.5,135,45.95999908,752,1.200000048,69.40000153,0.680000007,1.99000001,5.900000095
1078,11.07863426,75.995798,Malappuram,116,2.7802885,48.5261662,21.52055748,32.50349026,62.57060635,0.2267683,0.150000006,640,5.199999809,0.04,43.86999893,200,80,86.80000305,768,1.5,55,3.799999952,5.929999828,6.099999905
1079,11.04835606,76.065184,Malappuram,24,2.7802885,44.0678612,21.39621072,32.25817761,60.45225321,0.55530053,0.180000007,650,10,0.04,78.5,598,118,21.59000015,704,1.590000033,35.59000015,0.959999979,4.050000191,5.099999905
1080,11.02161598,76.252934,Malappuram,82,2.6462193,42.57699484,21.05760056,33.09457813,59.15809289,0.45514375,0.180000007,964.2000122,6.329999924,0.04,46.27999878,220.8899994,126,98.95999908,502,2.380000114,12.80000019,42.09999847,2.339999914,5.139999866
1081,11.12680435,76.125261,Malappuram,66,6.651465,45.29665154,20.86158353,32.07942615,62.71355334,0.48011166,0.189999998,520,4.320000172,0.04,88.69000244,247.9700012,128,56.95999908,653,1.580000043,14.36999989,7.03000021,7.489999771,6.579999924
1082,11.05316925,76.083111,Malappuram,44,17.949057,40.98257387,20.86158353,32.07942615,62.71355334,0.34343433,0.189999998,760,9.659999847,0.04,56.90000153,251.8899994,113,95,804,2.789999962,19.20000076,0.670000017,6.119999886,6.110000134
1083,11.36800003,76.26999664,Malappuram,85,8.011068,14.79252812,18.47117189,31.26121121,71.99997451,0.40673187,0.097199999,840,10.02000046,0.05,35.94150925,548.4639893,126,39.64500046,824,2.571428571,9.22879982,7.962500095,3.11025528,5.739999771
1084,11.17519474,76.121979,Malappuram,34,10.446406,37.91269371,19.79656688,31.30004641,65.1433478,0.56517446,0.430000007,400,5.5,0.05,77.90000153,450.2399902,130,65.94999695,872,2.869999886,7.309999943,0.540000021,9.010000229,5.869999886
1085,10.93286228,75.98203278,Malappuram,67,5.4185843,37.7530241,22.33909339,32.97182775,59.22660054,0.63821286,0.059999999,981,10.06000042,0.05,40.25,305.5,86,53.47000122,586,2.450000048,34.09000015,31.97999954,6.949999809,5.889999866
1086,11.02126026,76.173988,Malappuram,47,4.658717,84.22524416,21.31703339,32.94772597,58.44235,0.37695816,0.090000004,900,6.360000134,0.05,43.99000168,589.2299805,118,36.56000137,836,1.419999957,9.989999771,3.390000105,8.960000038,6.010000229
1087,11.0204916,76.226343,Malappuram,58,5.466403,50.69275391,21.31703339,32.94772597,58.44235,0.57276267,0.100000001,784,9.329999924,0.05,98.36000061,285.8999939,128,85.94999695,567,1.899999976,22.39999962,40.20000076,4.329999924,5.800000191
1088,11.13076019,75.989169,Malappuram,32,6.2919846,42.31177306,21.52055748,32.50349026,62.57060635,0.5626697,0.109999999,560,5.449999809,0.05,85.90000153,248,127,45.04999924,798,1.129999995,63.83000183,0.569999993,2.039999962,5.510000229
1089,11.07614994,75.9937973,Malappuram,116,2.9360259,48.5261662,21.52055748,32.50349026,62.57060635,0.4222952,0.129999995,941,9.659999847,0.05,64.20999908,479.2000122,120,54.90000153,589,1.980000019,22.5,24.47999954,10.01000023,5.849999905
1090,10.92703915,76.028844,Malappuram,147,2.9790826,44.62547445,22.33909339,32.97182775,59.22660054,0.39829117,0.140000001,840,9.010000229,0.05,28.5,577.0200195,112,100.0500031,615,1.820000052,11.57999992,0.50999999,2.960000038,5.900000095
1091,11.07133293,76.134491,Malappuram,37,2.6464486,42.37575006,20.86158353,32.07942615,62.71355334,0.49841797,0.140000001,871.7999878,5.369999886,0.05,72.04000092,384,125,96.15000153,642,1.980000019,58,49.90000153,5.010000229,5.800000191
1092,10.90207291,76.198526,Malappuram,26,0.92740995,46.78054404,22.04072171,33.63890623,53.8394788,0.647384,0.140000001,380,5.130000114,0.05,89.98000336,218.0599976,136,57.13000107,702,2.710000038,32.83000183,7.889999866,6.960000038,6.119999886
1093,11.0752697,76.112319,Malappuram,41,7.5410476,42.37575006,20.86158353,32.07942615,62.71355334,0.47594613,0.150000006,840,5.889999866,0.05,78.5,220,110,75.84999847,824,1.049999952,20.07999992,0.889999986,9.649999619,6.099999905
1094,11.00049496,76.095921,Malappuram,107,3.9656658,44.0678612,21.39621072,32.25817761,60.45225321,0.52295876,0.150000006,460,4.25,0.05,58.90000153,350,120,85.45999908,658,1.899999976,19.5,4.980000019,5.210000038,5.199999809
1095,11.13576603,76.114634,Malappuram,50,7.2620854,45.29665154,20.86158353,32.07942615,62.71355334,0.46158475,0.170000002,730,4.860000134,0.05,85.05000305,258.1000061,84,55.25,687,1.649999976,14.98999977,8,7.989999771,5
1096,11.20296383,76.051524,Malappuram,21,2.6470566,38.96968019,19.79656688,31.30004641,65.1433478,0.47980735,0.189999998,840,9.010000229,0.05,65.80999756,298.6000061,79,96.34999847,852,1.350000024,53.79999924,3.579999924,4.579999924,6.199999809
1097,11.12436962,75.880593,Malappuram,15,2.104817,28.49274844,21.87990512,32.10568916,64.75797027,0.7580214,0.100000001,340,5.559999943,0.06,48.29999924,124.3199997,129,42.58000183,195,0.319999993,24.12000084,0.550000012,4.659999847,5.300000191
1098,10.93694496,75.993313,Malappuram,88,8.577921,37.7530241,22.33909339,32.97182775,59.22660054,0.61426544,0.100000001,720,5.96999979,0.06,58.90000153,401.519989,114,96,756,1.610000014,21.04000092,1.340000033,5.820000172,6.610000134
1099,10.86166573,76.017492,Malappuram,10,2.1033077,44.02892065,22.33909339,32.97182775,59.22660054,0.41070354,0.109999999,620,5.860000134,0.06,84.30000305,118.1600037,96,69.30000305,653,1.419999957,11.07999992,4.829999924,4.989999771,5.420000076
1100,11.0852747,76.122801,Malappuram,39,3.7047918,42.37575006,20.86158353,32.07942615,62.71355334,0.5146697,0.119999997,580,6.21999979,0.06,77.44999695,215.0399933,100,73.65000153,713,1.450000048,20.43000031,0.560000002,9.649999619,5.820000172
1101,11.11590195,75.921713,Malappuram,18,12.072206,33.75389469,21.87990512,32.10568916,64.75797027,0.59220487,0.119999997,800,8.970000267,0.06,75.80000305,174.7200012,116,37.13999939,805,1.470000029,19.04999924,1.75999999,2.950000048,6.400000095
1102,11.17440319,76.093569,Malappuram,49,3.7047918,31.38728243,19.79656688,31.30004641,65.1433478,0.55429983,0.180000007,560,8.25,0.06,26.55999947,487.1000061,124,44.84999847,842,1.980000019,7.800000191,7.150000095,6.559999943,5.590000153
1103,11.38399982,76.33999634,Malappuram,53,2.106345,18.84529656,18.47117189,31.26121121,71.99997451,0.6027767,0.101279996,580,5.962999821,0.07,55.018595,120.4000015,130,39.95999908,824,1.285714286,22.54560089,0.451249987,8.214168549,6.110000134
1104,11.28499985,76.26999664,Malappuram,27,9.991104,8.797031617,19.21407865,32.37733744,70.74781643,0.5474869,0.093419999,440,9.651399612,0.07,34.89630127,94.7519989,98,86.96659851,896,1.767857143,23.9008007,2.400000095,6.948629856,6.099999905
